"cnpj","endereco","numero","complemento","bairro","cd_municipio","uf","cep"
"59206481000139","QE 13 CONJUNTO H S/N","S/N","LOTE  02                  ANDAR PRIMEIRO","GUARA II","9701","DF","71050080"
"62367084000153","QL 5 CONJUNTO B 01","01","CASA","ITAPOA II","9701","DF","71590666"
"62367137000136","QNP 17 CONJUNTO I 5","5","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72241709"
"59208852000111","SHA CONJUNTO 4 CHACARA 60 S/N","S/N","LOTE  1F                  LOJA  06","SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS)","9701","DF","71994335"
"59209740000185","QNM 8 CONJUNTO K SN","SN","CASA 12","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210091"
"59211513000194","QNN 30 AREA ESPECIAL B 00","00","APT 405;BLOCO C","CEILANDIA SUL (CEILANDIA)","9701","DF","72220302"
"59211782000150","PONTE ALTA NORTE S/N","S/N","EDIF  SAO FRANCISCO       ANDAR 1                   LOTE  05                  SALA  102","PONTE ALTA NORTE (GAMA)","9701","DF","72427010"
"59213270000123","8 34","34","QUADRA;CASA;CONJ;TERREO","VILA SAO JOSE (SAO SEBASTIAO)","9701","DF","71693009"
"59215027000144","10 21","21","LOJA 21","VILA NOVA (SAO SEBASTIAO)","9701","DF","71693113"
"59216651000166","QR 827 CONJUNTO 9 S/N","S/N","LOTE 17","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72339124"
"66405541000108","QN 402 403","403","","SAMAMBAIA NORTE","9701","DF","72318500"
"59218262000170","VARGEM BONITA 0","0","","NUCLEO RURAL VARGEM BONITA (PARK WAY)","9701","DF","71750000"
"59218788000150","QUADRA 1 CONJUNTO 1 12","12","","SETOR LESTE (VILA ESTRUTURAL)","9701","DF","71261015"
"59219264000183","QR 303 CONJUNTO 16-A S/N","S/N","LOTE 01;APT 1005","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72305118"
"59219814000164","RIACHO FUNDO I QS 12 CJ 1A LT 3 S/N","S/N","LOJA  01","RIACHO FUNDO I","9701","DF","71825201"
"59222939000143","QUADRA 18 COMERCIO LOCAL S/N 16","16","","SETOR LESTE (GAMA)","9701","DF","72460182"
"59224673000178","CLS 111 BLOCO B 38","38","LOJA","ASA SUL","9701","DF","70374520"
"59225104000147","QNB 16 102","102","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72115160"
"59225890000182","QS 8 CONJUNTO 220 04","04","CONJ C CASA 04","AREAL (AGUAS CLARAS)","9701","DF","71974600"
"08862574000180","ESPECIAL E/Q 55/56 - EM FRENTE AO LOTE 11","11","      ST CENTRAL","GAMA","9701","DF","72405555"
"59227034000166","QUADRA 18 CONJUNTO B 05","05","","PARANOA","9701","DF","71571802"
"29364087000168","CENTRAL BLOCO 1485 S/N","S/N","CASA 11","NUCLEO BANDEIRANTE","9701","DF","71710033"
"62501288000135","3 CONJUNTO F 94","94","","FAZENDINHA (ITAPOA)","9701","DF","71596318"
"66342574000156","HABITACIONAL SOL NASCENTE 23","23","QUADRA 24 PINHEIROS","CEILANDIA SUL","9701","DF","72236800"
"48780911000105","CNN 2 BLOCO E S/N","S/N","LOTE 06/07;APT 107","CEILANDIA CENTRO (CEILANDIA)","9701","DF","72220505"
"50338864000196","QR 318 CONJUNTO 10 04","04","","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72308811"
"61146505000153","SHCNW CLNW QD 2/3, BLOCO F S/N","S/N","LOJA  103 E 104","SETOR NOROESTE","9701","DF","70683180"
"54326522000107","COLINA NOVA DIGUINEIA II CONJUNTO D 1A","1A","SALA;TERREO LOTE 1A KITNET 4","NOVA COLINA (SOBRADINHO)","9701","DF","73270095"
"59227427000170","QR 408 CONJUNTO 6 15","15","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72318306"
"59228143000106","CL 213 S/N","S/N","CONJ AUTO ESCOLA VEJA LOTE F","SANTA MARIA","9701","DF","72543220"
"59228527000110","QUADRA 1 CONJUNTO 1H 08","08","","JARDIM RORIZ (PLANALTINA)","9701","DF","73340108"
"59231231000159","QUADRA 1 CONJUNTO 1H 8","8","","JARDIM RORIZ (PLANALTINA)","9701","DF","73340108"
"59232706000121","QSD 12 16","16","","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72020120"
"46566471000162","12 MODULO 10 12","12","CONJ J;CASA 12;COND INSTANCIA MESTRE DARMAS 1","SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA)","9701","DF","73401107"
"59237090000181","QR 410 CONJUNTO 1 01","01","SALA 101","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320001"
"59238108000160","QI 27 SN","SN","BLOCO A;SALA 120","GUARA II","9701","DF","71060270"
"48620860000154","QNM 4 CONJUNTO F S/N","S/N","LOTE 17;APT 04","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210046"
"14251025000172","QUADRA 8 CONJUNTO A 10","10","CASA","SOBRADINHO","9701","DF","73005081"
"14972545000174","QE 36 BLOCO A 39","39","LOJA 39","GUARA II","9701","DF","71065613"
"18553484000161","SCS QUADRA 1 BLOCO E LOTE 30 909","909","SALA ED CEARA","ASA SUL","9701","DF","70303900"
"20124817000189","QNP 14 CONJUNTO R 41","41","","CEILANDIA SUL (CEILANDIA)","9701","DF","72231418"
"62368445000186","ESTRUTURAL 0","0","QUADRA 33;LOTE 53","VILA ESTRUTURAL","9701","DF","71300000"
"22564063000103","SHCS CR QD 513, BLOCO C LOJA 23","23","","ASA SUL","9701","DF","70380530"
"26245898000151","QR 217 CONJUNTO B 13","13","QUADRA","SANTA MARIA","9701","DF","72547502"
"29086150000141","RUA 5 CHACARA 233 05A","05A","","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72006130"
"29528117000124","QNM 6 CONJUNTO E 48","48","LOJA","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210065"
"34393881000170","CLSW 303 BLOCO A 122","122","BLOCO A","SETOR SUDOESTE","9701","DF","70673621"
"34827211000114","QNN 17 CONJUNTO F 34","34","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225176"
"45275860000176","CLSW 101 BLOCO C 60","60","LOJA","SETOR SUDOESTE","9701","DF","70670503"
"51295374000112","3 CONJUNTO 4 LOTE 1 BLOCO B 403","403","","PARANOA PARQUE (PARANOA)","9701","DF","71587624"
"53572198000144","1 CONJUNTO 6 15","15","CONJ","BONSUCESSO (SAO SEBASTIAO)","9701","DF","71698016"
"53851573000195","COPAIBA 01","01","SALA 819;BLOCO B","NORTE (AGUAS CLARAS)","9701","DF","71919540"
"49102108000184","QR 408 CONJUNTO 16 27","27","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72318318"
"57250025000160","QN 5A CONJUNTO 8 SN","SN","LOTE 03;COND 11;BLOCO A;APT 201","RIACHO FUNDO II","9701","DF","71880518"
"58016240000164","SHN QUADRA 1 BLOCO D S/N","S/N","EDIF FUZION HPLUS ;SALA 510","ASA NORTE","9701","DF","70701040"
"58029100000120","24 31","31","LOJA","NORTE (AGUAS CLARAS)","9701","DF","71916750"
"58372477000188","DAS ARAUCARIAS, LOTE 885","885","ANDAR 1                   LOJA  7","SUL (AGUAS CLARAS)","9701","DF","71936250"
"24738047000115","QUADRA 8 Lt 10","Lt 10","APT 102","SOBRADINHO","9701","DF","73005080"
"59239924000198","QR 411 CONJUNTO 3 15","15","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72321203"
"59240968000138","SOLAR DE BRASILIA SN","SN","BLOCO C                   LOTE  02                  SALA  201                       AREA COMERCIAL","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71680349"
"59241841000133","QNP 18 CONJUNTO H 2","2","","CEILANDIA SUL (CEILANDIA)","9701","DF","72231808"
"33759059000117","QUADRA 5 CONJUNTO B SN","SN","CASA 24","SETOR SUL (GAMA)","9701","DF","72410302"
"64391137000105","SCLRN 714 BLOCO G 57","57","","ASA NORTE","9701","DF","70760557"
"66615860000148","EQS 102/103 124","124","LOJA 124","ASA SUL","9701","DF","70330400"
"66342829000180","QNB 18 01","01","LOTE 1 LOJA 3","TAGUATINGA NORTE","9701","DF","72115180"
"59244393000121","QN 204 CONJUNTO 2 LT 18","LT 18","SALA 101","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72316074"
"66130112000175","QNM 34 AREA ESPECIAL 1 S/N","S/N","","TAGUATINGA NORTE","9701","DF","72145450"
"66193373000134","SMLN MI TRECHO 07 19","19","QUADRA TRES AMORES","SETOR DE MANSOES DO LAGO NORTE","9701","DF","71540075"
"59246928000101","QNP 28 CONJUNTO Q 31","31","CASA","CEILANDIA SUL (CEILANDIA)","9701","DF","72235817"
"45100702000185","AR 5 CONJUNTO 7 24","24","LOTE 24","SETOR OESTE (SOBRADINHO II)","9701","DF","73060507"
"59249217000182","QN 104 CONJUNTO 2 301","301","","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302052"
"59249346000170","RUA 10B CHACARA 133/134 02","02","LOTE 05;CASA 02","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72007205"
"59251574000185","QUADRA 105 0","0","","NORTE (AGUAS CLARAS)","9701","DF","71915250"
"61834288000194","206 305","305","APT","SUL (AGUAS CLARAS)","9701","DF","71925180"
"62129035000182","QBR 3 SN","SN","BLOCO F;APT 13","RESIDENCIAL SANTOS DUMONT (SANTA MARIA)","9701","DF","72593030"
"49320340000199","QUADRA 602 CONJUNTO 3-A 14","14","","RECANTO DAS EMAS","9701","DF","72640220"
"59254014000184","DAS CARNAUBAS 301","301","LOTE 04;ANDAR 05;SALA 506","NORTE (AGUAS CLARAS)","9701","DF","71904540"
"59258340000160","QNO 1 CONJUNTO F S/N","S/N","LOTE 46","CEILANDIA NORTE (CEILANDIA)","9701","DF","72250106"
"59261161000181","AR 9 CONJUNTO 1 10","10","","SETOR OESTE (SOBRADINHO II)","9701","DF","73062001"
"59263355000116","QUADRA 6 CONJUNTO D 19","19","QUADRA;CONJ","SOBRADINHO","9701","DF","73025064"
"20017942000190","SCRN 714/715 BLOCO E 18","18","LOTE 18;EDIF 07;APT 101","ASA NORTE","9701","DF","70761650"
"20199797000105","CLN 204 BLOCO A 49","49","SALA 19","ASA NORTE","9701","DF","70842510"
"22283277000101","CENTRAL BLOCOS (LADO IMPAR) 790/880 SN","SN","BLOCO 870;CASA 01","NUCLEO BANDEIRANTE","9701","DF","71710540"
"22454720000160","QR 214 CONJUNTO C 01","01","","SANTA MARIA","9701","DF","72544403"
"22898093000156","COLINA NOVA DIGUINEA I CONJUNTO B 08","08","","NOVA COLINA (SOBRADINHO)","9701","DF","73270060"
"62129935000120","QI 16 20/26","20/26","","SETOR INDUSTRIAL (TAGUATINGA)","9701","DF","72135160"
"28098323000189","CLSW 101 BLOCO B S/N","S/N","LOJA  110","SETOR SUDOESTE","9701","DF","70670502"
"28624507000135","SCS QUADRA 8 BLOCO B LOTES 50/60 351 e","351 e","","ASA SUL","9701","DF","70333900"
"19467754000184","QNN 18 CONJUNTO H 43","43","","CEILANDIA SUL (CEILANDIA)","9701","DF","72220188"
"31554172000130","CLN 310 BLOCO B 69","69","BLOCO B","ASA NORTE","9701","DF","70756520"
"31640891000174","COPAIBA SN","SN","LOTE 01;BLOCO A;SALA 714","NORTE (AGUAS CLARAS)","9701","DF","71919540"
"32323871000132","QN 8D 12","12","CONJ 04;CASA 12","RIACHO FUNDO II","9701","DF","71880140"
"32560767000161","SHCES QUADRA 913 BLOCO J 56","56","CONJ LOJA","CRUZEIRO NOVO","9701","DF","70655020"
"32837880000141","CLSW 103 BLOCO A LOJA 80 PARTE SN","SN","","SETOR SUDOESTE","9701","DF","70670521"
"32998576000186","QUADRA 7 S/N","S/N","LOTE 13;LOJA C","SETOR LESTE (GAMA)","9701","DF","72450070"
"34596840000180","AR 13 CONJUNTO 9 8","8","CASA 8","SETOR OESTE (SOBRADINHO II)","9701","DF","73062309"
"35192873000128","SHIS QL 2 CONJUNTO 1 S/N","S/N","CASA 1","SETOR DE HABITACOES INDIVIDUAIS SUL","9701","DF","71610015"
"43073698000188","MODULO 6 01","01","","SETOR MANSOES ITIQUIRA (PLANALTINA)","9701","DF","73403118"
"65448388000133","QD 01, RUA 02, LOTES 289/305, SALA 108A","108A","COND  SAN DIEGO","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71680362"
"40653137000160","QUADRA 7 95","95","CASA","SETOR OESTE (GAMA)","9701","DF","72425070"
"19979144000160","QUADRA 300 CONJUNTO 12 LT 20","LT 20","","RECANTO DAS EMAS","9701","DF","72620112"
"42580074000194","EQNM (COMERCIO) 24/26 BLOCO B 02","02","SALA 102","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210582"
"43628201000140","DF-440 KM 2 48","48","COND RK CENTAUROS QD M","REGIAO DOS LAGOS (SOBRADINHO)","9701","DF","73252900"
"45221630000124","CLS 308 BLOCO D 24","24","LOJA 24","ASA SUL","9701","DF","70355540"
"46023558000193","QUADRA 202 28","28","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692500"
"46401269000180","QNL 18 CONJUNTO A 48","48","CONJ 48","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72160801"
"46519834000109","PRACA DE ATIVIDADES 4 04","04","SALA 207","JARDINS MANGUEIRAL (SAO SEBASTIAO)","9701","DF","71699603"
"52937028000153","21 8","8","ANDAR 2","SUL (AGUAS CLARAS)","9701","DF","71925540"
"62130482000151","24 CONJUNTO A SN","SN","","RESIDENCIAL DO BOSQUE (SAO SEBASTIAO)","9701","DF","71694038"
"58551080000153","QC 4 CONJUNTO 4 04","04","","RIACHO FUNDO II","9701","DF","71882154"
"11527676000154","QR 303 CONJUNTO A LT 34","LT 34","","SANTA MARIA","9701","DF","72503601"
"66405944000157","QUADRA 1 CONJUNTO 5 LOTE 3","LOTE 3","","SETOR ESPECIAL (VILA ESTRUTURAL)","9701","DF","71266035"
"59266886000162","204 LOTE 2","2","LOJA  17","SUL (AGUAS CLARAS)","9701","DF","71939540"
"59267507000159","QUADRA 2 CONJUNTO 4 10","10","","SETOR ESPECIAL (VILA ESTRUTURAL)","9701","DF","71266120"
"20591431000187","ESPECIAL 1 LJ B24","LJ B24","CONJ GAMA SHOPPING","SETOR CENTRAL (GAMA)","9701","DF","72405610"
"11611268000186","QUADRA 9 CONJUNTO H 01","01","","SETOR SUL (GAMA)","9701","DF","72410508"
"59269607000114","QUADRA 7 S/N","S/N","LOTE  06","NUCLEO RURAL VARGEM BONITA (PARK WAY)","9701","DF","71750070"
"37079255000100","QS 11 CONJUNTO C 201","201","QUADRA","AREAL (AGUAS CLARAS)","9701","DF","71979180"
"20746328000169","CSB 4 801","801","APT L 03","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72015545"
"69252863000152","QN 14C CONJUNTO 6 01","01","LOTE 12","RIACHO FUNDO II","9701","DF","71881136"
"66616260000102","QE 28 BLOCO A 201","201","SALA 19/23","GUARA II","9701","DF","71060612"
"60823826000182","QR 431 CONJUNTO 5 13","13","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72329105"
"59275243000185","SHIGS 714 BLOCO G 78","78","","ASA SUL","9701","DF","70380757"
"26546510000152","EQ 52/54 109","109","ANDAR 1","SETOR CENTRAL (GAMA)","9701","DF","72405525"
"59275780000125","SHCES QUADRA 1101 BLOCO C 03","03","LOJA","CRUZEIRO NOVO","9701","DF","70658113"
"59280034000120","QNO 11 CONJUNTO I 28","28","CASA","CEILANDIA NORTE (CEILANDIA)","9701","DF","72255109"
"36166558000199","SMPW QUADRA 5 CONJUNTO 10 03","03","","PARK WAY","9701","DF","71735510"
"59282039000191","2 CONJUNTO J 01","01","LOTE 01","FAZENDINHA (ITAPOA)","9701","DF","71596250"
"59283578000145","EQ 1 AREA ESPECIAL 1 LOTE 02","02","LOJA  02","JARDIM RORIZ (PLANALTINA)","9701","DF","73340231"
"62622497000137","QN 1 CONJUNTO 31 306","306","ANDAR 3","RIACHO FUNDO I","9701","DF","71805131"
"59287608000191","44 30","30","","CENTRO (SAO SEBASTIAO)","9701","DF","71691004"
"59288800000100","COPAIBA 1001","1001","ANDAR 1;APT LOJA 50","NORTE (AGUAS CLARAS)","9701","DF","71919540"
"66193999000140","QN 410 CONJUNTO B 02","02","SALA 02","SAMAMBAIA NORTE","9701","DF","72320502"
"59290206000146","QS 9 RUA 122 LOTE 8","LOTE 8","","AREAL (AGUAS CLARAS)","9701","DF","71977360"
"66343546000153","RUA 5 CHACARA 118 04","04","LOTE 16 LOJA","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72006040"
"11835761000180","QUADRA 23 04","04","CONJ B;CASA 04","SETOR CENTRAL","9701","DF","72405230"
"64391775000118","QR 210 CONJUNTO 6 10","10","","SAMAMBAIA NORTE","9701","DF","72316206"
"12424751000114","QN 5 CONJUNTO 17 32","32","LOJA 02","RIACHO FUNDO I","9701","DF","71805417"
"13942732000142","CLSW 101 BLOCO C 135","135","","SETOR SUDOESTE","9701","DF","70670503"
"14793113000104","DF 150 KM 2,5 CONDOMINIO JARDIM EUROPA II CL 01 LOTE 1/2","1/2","      LOJA 06                   ED PORTO BELO             GRANDE COLORADO","SOBRADINHO","9701","DF","73105904"
"22251329000168","QUADRA 401 CONJUNTO 7 03","03","CASA","RECANTO DAS EMAS","9701","DF","72630107"
"23086882000155","CLN 302 BLOCO E 7","7","","ASA NORTE","9701","DF","70723550"
"28103923000198","QE 40 CONJUNTO M 102","102","","GUARA II","9701","DF","71070132"
"45719897000146","RUA 4 CHACARA 25 CS 22B","CS 22B","","SETOR HABITACIONAL VICENTE PIRES - TRECHO 3","9701","DF","72001305"
"28309044000117","BR-020 KM 12,5 KM 12","KM 12","COND ALTO DA BOA VISTA, QUADRA 105, CL 03, LOJA 4","ALTO DA BOA VISTA (SOBRADINHO)","9701","DF","73130900"
"29449053000176","QUADRA 21 CONJUNTO A LOTE 23 S/N","S/N","","PARANOA","9701","DF","71572102"
"29976601000116","CLS 108 BLOCO B 7","7","BOX 7","ASA SUL","9701","DF","70347520"
"30545896000155","QR 410 CONJUNTO 1 25","25","CASA 25;LOJA 02","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320001"
"31438267000199","QI 20 CONJUNTO U 124","124","","GUARA I","9701","DF","71015216"
"31684436000170","HABITACIONAL SOL NASCENTE 33","33","","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"32041141000149","QUADRA 201 CONJUNTO 3 17A","17A","LOTE","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692407"
"32239286000159","QR 218 CONJUNTO O 02","02","CASA","SANTA MARIA","9701","DF","72548515"
"32562114000111","CLN (COMERCIO) 3 BLOCO C LOTE 3","LOTE 3","LOJA 3","RIACHO FUNDO I","9701","DF","71805513"
"33239728000120","QNN 38 CONJUNTO E 28","28","","CEILANDIA SUL (CEILANDIA)","9701","DF","72220385"
"33280786000105","QUADRA 305 CONJUNTO 10 38","38","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71691589"
"33602193000100","SMHN QUADRA 2 BLOCO B S/N","S/N","      CONSULTORIO               1507","ASA NORTE","9701","DF","70710146"
"34815277000194","CLSW 101 BLOCO B 110","110","EDIF Multiplus Shopping- lojas 110/114","SETOR SUDOESTE","9701","DF","70670502"
"35707214000187","CSA 3 17","17","APT 502","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72015035"
"36171894000120","QR 107 CONJUNTO 6 17","17","CASA","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72301206"
"66616596000167","CONJUNTO C S/N","S/N","CASA 18","ESTANCIA MESTRE D'ARMAS VI (PLANALTINA)","9701","DF","73402256"
"40453784000128","QR 416 CONJUNTO F 18","18","CASA","SANTA MARIA","9701","DF","72546706"
"64391963000146","CLN 7 BLOCO C 32","32","","RIACHO FUNDO I","9701","DF","71805543"
"62132434000100","QL 8 CONJUNTO E 11","11","","ITAPOA II","9701","DF","71590795"
"55304310000191","SAUS QUADRA 4 LOTE 9/10 326","326","","ASA SUL","9701","DF","70070938"
"55721951000141","CONTORNO AREA ESPECIAL 7 Y/Z","Y/Z","LOTE  ED. PIRES DO RIA","NUCLEO BANDEIRANTE","9701","DF","71705040"
"57577120000173","RUA 12 CHACARA 317 19","19","","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72007800"
"58516223000196","QUADRA 510 CONJUNTO 28 69","69","COND CHACARA 69","RECANTO DAS EMAS","9701","DF","72660284"
"59291629000180","2 CONJUNTO T 00","00","","FAZENDINHA (ITAPOA)","9701","DF","71596280"
"59291999000118","SCN QUADRA 5 BLOCO A 1","1","","ASA NORTE","9701","DF","70715900"
"59292556000141","SETOR F NORTE QNF 4 LT 15 S/N","S/N","CASA  05","TAGUATINGA","9701","DF","72125540"
"59293414000107","RUA 4 CHACARA 289 11","11","","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72006299"
"59294096000190","QNA 4 05","05","SALA 101","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110040"
"59296271000189","QL 5 CONJUNTO I 15","15","","ITAPOA II","9701","DF","71590687"
"59296292000102","CONJUNTO C 05","05","","ESTANCIA MESTRE D'ARMAS VI (PLANALTINA)","9701","DF","73402256"
"59296622000151","QUADRA 502 CONJUNTO 1 S/N","S/N","APT 203","ITAPOA PARQUE (ITAPOA)","9701","DF","71592071"
"26763780000204","RUA 5 CHACARA 101 LOTE 22 22","22","LOJA  04","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72006005"
"22941026000177","CLN 406 BLOCO D 107","107","SALA 107;BOX A","ASA NORTE","9701","DF","70847540"
"59297599000110","QR 310 CONJUNTO R 31","31","CASA","SANTA MARIA","9701","DF","72510518"
"59298379000100","QE 42 BLOCO A 07","07","","GUARA II","9701","DF","71070618"
"59298566000194","HABITACIONAL SOL NASCENTE 08","08","","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"59299007000107","QNA 11 LOTE 31","31","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110110"
"59299600000145","QNO 4 CONJUNTO A 19","19","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72250401"
"59300793000107","5A CONJUNTO B 09","09","","ARAPOANGA (PLANALTINA)","9701","DF","73368142"
"59302051000110","QN 18 CONJUNTO 1 26","26","","RIACHO FUNDO II","9701","DF","71881701"
"35136184000104","30 NORTE LOTE 02","02","LOJA  01","NORTE (AGUAS CLARAS)","9701","DF","71918180"
"67659621000152","NOVA COLINA II CONJUNTO D 09","09","","NOVA COLINA (SOBRADINHO)","9701","DF","73270750"
"59305393000194","QR 112 CONJUNTO 5 SN","SN","LOTE  06                  LOJA  01","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302405"
"59307961000196","QUADRA 511 CONJUNTO 6 12","12","","RECANTO DAS EMAS","9701","DF","72660318"
"55605277000130","21 LOTE05","LOTE05","LOTE 5;BLOCO D","NORTE (AGUAS CLARAS)","9701","DF","71916000"
"50364292000110","QS 6 CONJUNTO 610A 202","202","","AREAL (AGUAS CLARAS)","9701","DF","71966000"
"59310675000180","MORRO DA CRUZ 100","100","SETOR R 33","RESIDENCIAL MORRO DA CRUZ (SAO SEBASTIAO)","9701","DF","71693500"
"59310759000113","QI 29 2/8","2/8","","GUARA II","9701","DF","71065290"
"59310761000192","CLN 3 BLOCO C 3","3","LOTE 3","RIACHO FUNDO I","9701","DF","71805513"
"59310897000100","CLSW 105 BLOCO B 17","17","","SETOR SUDOESTE","9701","DF","70670432"
"67557422000133","QUADRA 3 CONJUNTO 8 05","05","","SETOR NORTE (VILA ESTRUTURAL)","9701","DF","71258245"
"53462171000107","1 13","13","","QUINTAS DO AMANHECER II (PLANALTINA)","9701","DF","73375703"
"59315249000139","QNP 16 CONJUNTO S 50","50","CASA;LOJA","CEILANDIA SUL (CEILANDIA)","9701","DF","72231619"
"67641036000125","ESPECIAL LADO LESTE 2425","2425","","SETOR CENTRAL (GAMA)","9701","DF","72405135"
"66344338000179","SMPW QUADRA 14 CONJUNTO 2 5","5","","PARK WAY","9701","DF","71741402"
"61013000000110","QR 615 CONJUNTO 6 01","01","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72331806"
"24161121000183","QR 206 CONJUNTO 2 13","13","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72316002"
"62135423000176","DAS CASTANHEIRAS S/N","S/N","LOTE  1310 E 1370         LOJA  30                  EDIF  REAL SPLENDOR","NORTE (AGUAS CLARAS)","9701","DF","71900100"
"41119220000116","QUADRA 29 SN","SN","CASA 22","SETOR LESTE (GAMA)","9701","DF","72460290"
"41512606000193","QNP 13 CONJUNTO N 35","35","LOJA 03","CEILANDIA NORTE (CEILANDIA)","9701","DF","72241314"
"62624757000103","57 SN","SN","CASA 141","CENTRO (SAO SEBASTIAO)","9701","DF","71691023"
"62370594000180","QUADRA 55 3","3","","SETOR CENTRAL (GAMA)","9701","DF","72405550"
"01044917000150"," QNP 18 CONJ A S/N","S/N","CASA 16","CEILANDIA","9701","DF","72215000"
"62137953000153","QR 210 CONJUNTO 14 29","29","LOJA 02","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72316215"
