"cnpj","endereco","numero","complemento","bairro","cd_municipio","uf","cep"
"43279450000178","SHIS QL 2 CONJUNTO 1 01","01","","SETOR DE HABITACOES INDIVIDUAIS SUL","9701","DF","71610015"
"12789709000105","QNN 7 CONJUNTO E 46","46","","CEILANDIA NORTE","9701","DF","72225075"
"39851645000173","QN 7 CONJUNTO 2 04","04","","RIACHO FUNDO I","9701","DF","71805702"
"55333225000151","SCLRN 712 BLOCO B 204","204","SALA","ASA NORTE","9701","DF","70760512"
"30918721000146","CLN 210 BLOCO C 61","61","LOJA 61","ASA NORTE","9701","DF","70862530"
"12798455000183","QNM 42 CONJUNTO A2 36","36","","TAGUATINGA NORTE","9701","DF","72146231"
"12798869000102","CENTRO COMERCIAL BLOCO D 20","20","LOJA 31","CRUZEIRO VELHO","9701","DF","70640543"
"58345524000102","QUADRA 30 CONJUNTO G 31","31","CASA 31","PARANOA","9701","DF","71573027"
"12800726000198","19 DE AGOSTO (Q 91,93,94,96,165,166,167 E 168) 15 A","15 A","","SETOR SUL","9701","DF","73330096"
"12800783000177","NOVO SETOR DE MANSOES 04","04","CONJ 01;LOTE 36","SOBRADINHO","9701","DF","73017012"
"12801862000100","SETOR HOSPITALAR LOCAL SUL QUADRA 716 CONJUNTO N BLOCO A 47","47","      CONSULTORIO 305           PARTE A","ASA SUL","9701","DF","70390700"
"12802950000119","QRC 22 10","10","","RESIDENCIAL SANTOS DUMONT","9701","DF","72593122"
"12803463000170","QNO 18 CONJUNTO 8 15","15","SETOR O","CEILANDIA NORTE","9701","DF","72260808"
"12803738000176","36 S/N","S/N","LOTE 16 LOJA 03","SUL (AGUAS CLARAS)","9701","DF","71931360"
"58890079000153","SETOR SAUS QD 4 BL A SN","SN","SALA  229","ASA SUL","9701","DF","70070938"
"12808477000187","HABITACIONAL VICENTE PIRES RUA 10 CHACARA 118","118","LOTE  25                  LOJA  02","VICENTE PIRES","9701","DF","72007260"
"12809600000184","QNN 10 CONJUNTO A 24","24","","CEILANDIA SUL","9701","DF","72220101"
"12809654000140","QNO 11 CONJUNTO D 54","54","","CEILANDIA NORTE","9701","DF","72255104"
"12810606000171","QNN 7 CONJUNTO K 38","38","","CEILANDIA NORTE","9701","DF","72225081"
"52643090000132","QUADRA 206 CONJUNTO 1 5","5","","RECANTO DAS EMAS","9701","DF","72610601"
"12814289000161","QR 206 CONJUNTO 12 30","30","CASA 30","SAMAMBAIA NORTE","9701","DF","72316012"
"12814300000193","ENGENHO VELHO QUADRA 14 16","16","LOTE","SETOR HABITACIONAL FERCAL","9701","DF","73150050"
"22671717000106","DAS CASTANHEIRAS 37","37","","NORTE (AGUAS CLARAS)","9701","DF","71900100"
"12814442000150","DF-205 5","5","KM OES;LOTE 540","SETOR HABITACIONAL FERCAL","9701","DF","73151010"
"39647593000118","QN 831 CONJUNTO 1 08","08","CONJ","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72338696"
"12815575000141","QNO 16 CONJUNTO 24 35","35","","CEILANDIA NORTE","9701","DF","72260624"
"12819489000107","QNO 3 CONJUNTO P 02","02","","CEILANDIA NORTE","9701","DF","72250316"
"12820076000142","QS 106 CONJUNTO 5 02","02","LOTE 02;LOJA 04","SAMAMBAIA SUL","9701","DF","72302515"
"45479701000193","QUADRA 10 CONJUNTO G 61","61","","SOBRADINHO","9701","DF","73005107"
"56148173000106","QUADRA 201 CONJUNTO 1 12","12","SALA 301","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692401"
"29983946000105","QN 320 CONJUNTO 11 412","412","APT","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72310011"
"12824820000187","N QUADRA 8 01","01","CASA 01","AREA ALFA","9701","DF","72587255"
"12826486000109","QNP 30 CONJUNTO A LT 01","LT 01","","CEILANDIA SUL","9701","DF","72236001"
"45665419000109","QNL 12 BLOCO J 8","8","CASA","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72156220"
"12828072000100","QNP 10 CONJUNTO P SN","SN","CASA 27","CEILANDIA SUL","9701","DF","72231116"
"57356697000155","25 101","101","","SUL (AGUAS CLARAS)","9701","DF","71927180"
"12828461000136","SHPS QUADRA 207 CONJUNTO C 0","0","CASA 30","SETOR HABITACIONAL POR DO SOL (CEILANDIA)","9701","DF","72238165"
"58036125000151","SHCNW CLNW 10/11 BLOCO I LOJA 10","10","","SETOR NOROESTE","9701","DF","70686645"
"12832509000180","QNN EQ 17/19 CL BL C LT 2 SN","SN","","CEILANDIA","9701","DF","72225175"
"12832854000113","EQNO (COMERCIO) 1/3 BLOCO C LOJA 2","LOJA 2","","CEILANDIA NORTE","9701","DF","72250503"
"12835236000127","QNO 16 CONJUNTO 42 20","20","CASA 20","CEILANDIA NORTE","9701","DF","72260642"
"12840231000192","QR 1-A CONJUNTO RT 40","40","CASA","CANDANGOLANDIA","9701","DF","71727140"
"12841750000175","QI 27 BLOCO A SALAS 222 E 223","223","","GUARA II","9701","DF","71060280"
"34453488000124","CSD 2 06/07","06/07","LOJA 04","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72020025"
"12841949000101","SHC/SW CLSW 300B BLOCO 02 LOJA 07","07","","SUDOESTE","9701","DF","70673076"
"29801687000146","CLS 209 BLOCO A 15","15","","ASA SUL","9701","DF","70272510"
"12844185000108","QNP 12 CONJUNTO J 50","50","LOJA 02 B","CEILANDIA SUL","9701","DF","72231210"
"53521573000127","SDN LOTE UNICO 2022","2022","","ASA NORTE","9701","DF","70077900"
"51383376000163","QUADRA 301 CONJUNTO 1 LOTE 7/8","7/8","BLOCO A                   APT   308                 EDIF  RES VILLA BELLA","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72300531"
"12845600000130","CL 316 04","04","LOTE G;LOJA 04","SANTA MARIA","9701","DF","72546230"
"12845685000156","QI 27 BLOCO A a","a","","GUARA II","9701","DF","71060280"
"51383836000153","QUADRA 5 59","59","","SETOR NORTE (BRAZLANDIA)","9701","DF","72705050"
"12848716000122","SAO PAULO (QUADRAS 11A,12,13,14,18 E 19) 16","16","QUADRA 18 LOTE 16 LOJA 03","SETOR TRADICIONAL (PLANALTINA)","9701","DF","73330007"
"12849023000154","QR 214 CONJUNTO B 09","09","LOTE","SANTA MARIA","9701","DF","72544402"
"12849783000161","EQNM (COMERCIO) 13 BLOCO E LT 01","LT 01","LOJA 05","CEILANDIA SUL","9701","DF","72215525"
"31897282000103","72 30","30","","CENTRO (SAO SEBASTIAO)","9701","DF","71691050"
"58188110000109","QN 31 CONJUNTO 4 402","402","COND 18 BLOCO 1 AP 402","RIACHO FUNDO II","9701","DF","71880714"
"12854171000167","QR 431 CONJUNTO 13 01","01","LOJA 01","SAMAMBAIA NORTE","9701","DF","72329114"
"12854262000100","AGRICOLA SAMABAIA CHACARA 35 LOTE 04","04","LOJA  03","SAMAMBAIA","9701","DF","72110600"
"12854265000136","VARGEM BONITA AE","AE","COND 02;QUADRA 17;LOTE 02","NUCLEO RURAL VARGEM BONITA","9701","DF","71750000"
"12854273000182","QUADRA 3 72","72","CASA","PARANOA","9701","DF","71570300"
"12854594000187","QNL 28 VIA 2 22","22","LOJA","TAGUATINGA NORTE","9701","DF","72161822"
"12856162000105","QNL 7 CONJUNTO E 13","13","","TAGUATINGA NORTE","9701","DF","72150705"
"12856731000112","24 CONJUNTO A 3","3","APT 101","RESIDENCIAL DO BOSQUE","9701","DF","71694038"
"12857087000105","QNP 30 CONJUNTO O 35","35","","CEILANDIA SUL","9701","DF","72236015"
"12857453000118","HABITACIONAL SOL NASCENTE 1B","1B","COND 128;CONJ 6;CASA","CEILANDIA SUL","9701","DF","72236800"
"12857559000111","SHC / SW CLSW 102 S/N","S/N","BLOCO A                   LOJA  80, 82, 84          TERREOKITSTUDIO 125, 126        127                 PAVMTO1","SETOR SUDOESTE","9701","DF","70670511"
"12860010000186","QE 9 CONJUNTO F 85","85","","GUARA I","9701","DF","71020069"
"12860079000100","QNE 21 26","26","LOTE 26","TAGUATINGA NORTE","9701","DF","72125210"
"12860705000168","QS 4 CONJUNTO 1 3","3","LOJA 3","RIACHO FUNDO I","9701","DF","71820401"
"12860820000132","QS 4 CONJUNTO 1 01","01","LOTE ;LOJA 03","RIACHO FUNDO I","9701","DF","71820401"
"61218974000130","QUADRA 300 CONJUNTO 57 22","22","","RECANTO DAS EMAS","9701","DF","72620158"
"12863582000119","SQS 413 BLOCO F SN","SN","APT 108","ASA SUL","9701","DF","70296060"
"56777274000146","QSB 4 SN","SN","LOTE 20;LOJA 06","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72015540"
"12866209000111","QNE 34 103","103","LOTE 15;APT","TAGUATINGA NORTE","9701","DF","72125340"
"12866690000145","QNM 6 CONJUNTO C 29","29","CASA 29","CEILANDIA NORTE","9701","DF","72210063"
"12866857000178","SETOR HABITACIONAL VICENTE PIRES 312","312","LOTE 01;LOJA 02","TAGUATINGA NORTE","9701","DF","72110800"
"60870809000104","HABITACIONAL SOL NASCENTE 43","43","CONJ A;CASA 14","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"12867771000160","QUADRA 6 CONJUNTO D LT 02","LT 02","LOTE 02","VEREDAS","9701","DF","72726604"
"12867856000148","CA (CENTRO DE ATIVIDADES) 5 406","406","BLOCO M;EDIF GEOV","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71503505"
"12868968000113","QUADRA 405 CONJUNTO 14 CS 14","CS 14","","RECANTO DAS EMAS","9701","DF","72631114"
"12869065000157","QI 8 CONJUNTO X 03","03","CASA","GUARA I","9701","DF","71010235"
"12869396000197","QNJ 10 06","06","CASA ;LOJA 03","TAGUATINGA NORTE","9701","DF","72140100"
"12869496000113","QR 118 CONJUNTO P 07","07","LOTE","SANTA MARIA","9701","DF","72548416"
"12871589000182","QNE 33 33","33","CASA 16","TAGUATINGA NORTE","9701","DF","72125330"
"12872150000174","QNL 15 15","15","CONJ I;CASA 15","TAGUATINGA NORTE","9701","DF","72151600"
"12873970000180","QSD 53 17","17","CASA 17","TAGUATINGA SUL","9701","DF","72020530"
"12874751000116","ESTANCIA MESTRE D'ARMAS I 26","26","CASA ;CONJ  M","SETOR RESIDENCIAL MESTRE D'ARMAS","9701","DF","73380100"
"45380810000159","SCN QUADRA 2 BLOCO D 409","409","SALA 409","ASA NORTE","9701","DF","70712904"
"12876939000101","QNE 33 23","23","LOTE 23;CASA 2","TAGUATINGA NORTE","9701","DF","72125330"
"12877196000186","QC 5 SN","SN","LOTE 09;SLJ 02","RESIDENCIAL SANTOS DUMONT","9701","DF","72593305"
"12877798000133","QS 318 CONJUNTO 1 05","05","","SAMAMBAIA SUL","9701","DF","72308531"
"12878049000120","FERROV. DE BSB, FEIRA POPULAR ALA B S/N","S/N","BOX   19,21 E 22","PARQUE FERROVIARIO","9701","DF","70631970"
"64847922000111","QS 10 LJ 88","LJ 88","","AREAL","9701","DF","71978000"
"43324673000100","ESPECIAL CAIC 11","11","CASA","MORRO AZUL (SAO SEBASTIAO)","9701","DF","71691220"
"12880213000134","MODULO B 42","42","LOTE","CONDOMINIO PARQUE MONACO","9701","DF","73402753"
"12880735000136","QN 1 CONJUNTO 13 20","20","CASA","RIACHO FUNDO I","9701","DF","71805113"
"12880978000174","QN 1 CONJUNTO 13 20","20","LOTE","RIACHO FUNDO I","9701","DF","71805113"
"12881493000103","QS 14 CONJUNTO 8A LT.26","LT.26","","RIACHO FUNDO I","9701","DF","71825408"
"12881556000113","QUADRA 1 CONJUNTO K 20","20","","ITAPOA I","9701","DF","71590233"
"12881879000107","QUADRA 12 CONJUNTO P 01","01","LOJA 01","PARANOA","9701","DF","71571216"
"68166721000100","QS 12 CONJUNTO 6A LOTE 1","LOTE 1","ANDAR 203;APT","RIACHO FUNDO I","9701","DF","71825206"
"12882454000112","QUADRA 202 CONJUNTO 16 16","16","","RECANTO DAS EMAS","9701","DF","72610216"
"38014463000185","QC 5 SN","SN","LOTE 04;LOJA 02","RESIDENCIAL SANTOS DUMONT (SANTA MARIA)","9701","DF","72593305"
"12882603000143","QNM 34 CONJUNTO F2 50","50","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145426"
"12883256000173","QNJ 8 CS 06","CS 06","","TAGUATINGA NORTE","9701","DF","72140080"
"12883540000140","QR 410 CONJUNTO 2 SN","SN","CASA 07","SAMAMBAIA NORTE","9701","DF","72320002"
"12885669000197","QNL 22 CONJUNTO F LT 06","LT 06","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72161206"
"12886618000180","QSF 9 119","119","CASA","TAGUATINGA SUL","9701","DF","72025590"
"12887069000168","QR 501 CONJUNTO 21 7","7","CASA 7","SAMAMBAIA SUL","9701","DF","72311321"
"12887174000105","QR 318 CONJUNTO K 30","30","","SANTA MARIA","9701","DF","72548611"
"12887608000169","SHC/N CL 406 BLOCO A LOJAS 2 E 4","2 E 4","","ASA NORTE","9701","DF","70847510"
"53521959000139","QND 58 02","02","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72120580"
"12891118000136","QR 501 CONJUNTO 15 LT 14","LT 14","LOTE 14","SAMAMBAIA SUL","9701","DF","72311315"
"12892319000158","QNP 24 CONJUNTO B 12","12","CASA 12","CEILANDIA SUL","9701","DF","72235402"
"12892354000177","HABITACIONAL POR DO SOL SN","SN","QUADRA 603;CONJ F;CASA 15","CEILANDIA NORTE","9701","DF","72238000"
"12895020000157","QUADRA 605 CONJUNTO 8-A 12","12","LOJA 03","RECANTO DAS EMAS","9701","DF","72641131"
"12896203000197","QNP 9 CONJUNTO Q 49","49","LOJA 03","CEILANDIA NORTE","9701","DF","72240817"
"65774959000120","RESIDENCIAL 72 110","110","","VALE DO AMANHECER (PLANALTINA)","9701","DF","73370072"
"12896870000170","QNN 4 CONJUNTO G 01","01","LOJA","CEILANDIA SUL","9701","DF","72220047"
"12896892000130","QNN 4 CONJUNTO G 1","1","LOTE 1","CEILANDIA SUL","9701","DF","72220047"
"12896986000109","QUADRA 36 Cj F10","Cj F10","CONJ 10","VILA SAO JOSE","9701","DF","72736000"
"12896987000153","VARJAO DO TORTO 04","04","QUADRA 06;CONJ A;LOTE 04","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71540400"
"12897806000103","QUADRA 101 CONJUNTO 7 11","11","","RECANTO DAS EMAS","9701","DF","72600107"
"12897916000175","QNG 30 49","49","CASA 49 f","TAGUATINGA NORTE","9701","DF","72130300"
"12898492000163","QNO 17 CONJUNTO 57 13","13","","CEILANDIA NORTE","9701","DF","72260757"
"12900958000118","CENTRAL ST HOTELEIRO PROJECAO B LOJA 02 SUB-SOLO S/N","S/N","","GAMA","9701","DF","72405600"
"12902199000122","QUADRA 10 CONJUNTO F 07","07","","PARANOA","9701","DF","71571026"
"55715980000109","CLN 7 BLOCO A 202","202","ANDAR SEGUNDO;BLOCO A;LOJA 202;LOTE 1","RIACHO FUNDO I","9701","DF","71805541"
"12903474000122","QNN 8 CONJUNTO F CS 12","CS 12","CASA 12","CEILANDIA SUL","9701","DF","72220086"
"12903558000166","AGUAS CLARAS QD 204 PRACA PARDAL LOTE 02 SALA 109A","109A","","AGUAS CLARAS","9701","DF","71939540"
"12904050000182","EQNM (COMERCIO) 2/4 BLOCO B 0","0","LOTE 05;LOJA 05","CEILANDIA NORTE","9701","DF","72210512"
"12905062000121","QUADRA 201 CONJUNTO 1 02","02","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692401"
"12908484000150","QUADRA 605 CONJUNTO 8 01","01","LOJA 01","RECANTO DAS EMAS","9701","DF","72641108"
"12911378000126","SHC/SW QRSW 02 COMERCIO LOCAL 03 LOJA 20","20","TERREO","SUDOESTE","9701","DF","70675200"
"12911399000141","QR 214 CONJUNTO E 17","17","","SANTA MARIA","9701","DF","72544405"
"12911498000123","301 61","61","LOTE","DEL LAGO II","9701","DF","71593155"
"12911946000199","QNN 7 CONJUNTO I 46","46","LOTE","CEILANDIA NORTE","9701","DF","72225079"
"40093404000191","QNP 32 CONJUNTO N 18A","18A","","CEILANDIA SUL (CEILANDIA)","9701","DF","72236214"
"12914845000171","QUADRA 2 CONJUNTO H 01","01","LOJA 01","JARDIM RORIZ","9701","DF","73340208"
"12916338000177","ESTANCIA JARDIM BOTANICO 03","03","QUADRA 2;BLOCO A;SALA 102","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71680365"
"12916379000163","QUADRA 29 91","91","LOTE 91","SETOR LESTE","9701","DF","72460290"
"12918236000190","QR 406 CONJUNTO 11 21","21","QUADRA","SAMAMBAIA NORTE","9701","DF","72318212"
"12918605000145","QNN 18 CONJUNTO F 10","10","QUADRA","CEILANDIA SUL","9701","DF","72220186"
"12919164000104","STN 154","154","CONJ M  ;BLOCO B","ASA NORTE","9701","DF","70770100"
"12919534000103","QR 303 CONJUNTO F 32","32","","SANTA MARIA","9701","DF","72503606"
"61214349000110","QN 7 CONJUNTO 17 5","5","","RIACHO FUNDO I","9701","DF","71805717"
"12924737000180","315 23","23","LOTE","DEL LAGO II","9701","DF","71593225"
"12925703000100","QR 306 CONJUNTO 9 CS13","CS13","","SAMAMBAIA SUL","9701","DF","72306309"
"12926046000115","QUADRA 37 Lt 13","Lt 13","CONJ E;LOJA 02","VILA SAO JOSE","9701","DF","72737000"
"45607779000146","CSG 13 S/N","S/N","LOTE 05;APT 807;EDIF LUISA APART RESIDENCE","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72035513"
"12928865000100","CLS 311 BLOCO C SN","SN","","ASA SUL","9701","DF","70364530"
"50189227000103","CLN 308 BLOCO B 217","217","APT 217","ASA NORTE","9701","DF","70747520"
"12931867000140","IPE AMARELO S/N","S/N","LOTE  08                  LOJA  05","SUL (AGUAS CLARAS)","9701","DF","71937360"
"12931989000136","MANSOES COLORADO CONJUNTO M CL 07","07","","SOBRADINHO","9701","DF","73105905"
"59967690000103","QR 309 CONJUNTO N 28","28","","SANTA MARIA","9701","DF","72509514"
"12934598000175","CSD 4 17","17","LOJA 04","TAGUATINGA SUL","9701","DF","72020045"
"12939451000178","DAS CASTANHEIRAS S/N","S/N","LOTE  350                 LOJA  121                 EDIF  LAGUNA MALL","AGUAS CLARAS","9701","DF","71900100"
"12941110000137","QR 515 CONJUNTO 01 LOTE 23 LOJA 03","03","","SAMAMBAIA","9701","DF","72315101"
"12941361000111","SHC/NORTE CL QUADRA 305","305","BLOCO E                   LOJA  70","ASA NORTE","9701","DF","70737550"
"47399651000160","QE 17 CONJUNTO K -","-","CASA 27","GUARA II","9701","DF","71050112"
"12943964000152","SHN QUADRA 02 BLOCO J LOJA 184","184","EDIF  GARVEY HOTEL-TERREO","ASA NORTE","9701","DF","70702909"
"12944828000187","QUADRA 104 CONJUNTO 12 104","104","CONJ 12;CASA 5","SETOR RESIDENCIAL OESTE","9701","DF","71692360"
"12944998000161","QUADRA 8 CONJUNTO P 8","8","CONJ P;CASA 19","PARANOA","9701","DF","71570816"
"12945048000151","QUADRA 5 CONJUNTO I 5","5","LOTE 20","SETOR RESIDENCIAL LESTE","9701","DF","73360509"
"11296949000105","QR 201 CONJUNTO B 38","38","","SANTA MARIA","9701","DF","72501402"
"12946941000100","QI 33 107","107","","GUARA II","9701","DF","71065330"
"29668762000142","CENTRAL BLOCOS 790/880 826","826","","NUCLEO BANDEIRANTE","9701","DF","71710540"
"12948413000181","SCLN CL 314 BLOCO A LOJA 51","51","TERREO","ASA NORTE","9701","DF","70767510"
"56149146000158","CLN 304 BLOCO D 35","35","","ASA NORTE","9701","DF","70736540"
"12950623000104","47 02","02","LOTE 81;LOJA","CENTRO","9701","DF","71691008"
"64555637000127","2 CONJUNTO F 10","10","","ITAPOA I","9701","DF","71590318"
"12950965000124","QNM 5 CONJUNTO B LT 25","LT 25","","CEILANDIA SUL","9701","DF","72215052"
"12951101000127","QNN 4 CONJUNTO K LT 02","LT 02","CASA 01","CEILANDIA SUL","9701","DF","72220051"
"66203534000123","QUADRA 15 CONJUNTO 9 11","11","","SETOR RESIDENCIAL LESTE (PLANALTINA)","9701","DF","73355509"
"61585439000118","SHIS QI 5 BLOCO F 33","33","","SETOR DE HABITACOES INDIVIDUAIS SUL","9701","DF","71615560"
"12955800000145","QUADRA 23 CONJUNTO N 05","05","","PARANOA","9701","DF","71572314"
"12956222000161","QUADRA 37 sn","sn","LOTE 02","DEL LAGO I","9701","DF","71591335"
"12957300000142","QR 306 CONJUNTO 18 306","306","CASA 19","SAMAMBAIA SUL","9701","DF","72306318"
"12957362000154","QR 214 CONJUNTO E 17","17","","SANTA MARIA","9701","DF","72544405"
"12957466000169","27 49","49","","DEL LAGO I","9701","DF","71591285"
"12963951000145","SHC AOS EA 04/05 BLOCO B LOJA 73","73","EDIF  CABO FRIO           SUBSL","CRUZEIRO OCTOGONAL","9701","DF","70660049"
"12965859000114","315 sn","sn","LOTE 82","DEL LAGO II","9701","DF","71593225"
"12966465000180","QNM 21 CONJUNTO M CS 22","CS 22","","CEILANDIA SUL","9701","DF","72215223"
"12967272000144","QNH 10 LJ 04","LJ 04","LOTE 01;LOJA 04","TAGUATINGA NORTE","9701","DF","72130600"
"12967788000199","NOVA (ACAMP DFL) 22","22","CASA 22A","VILA PLANALTO","9701","DF","70803170"
"12967954000157","QE 30 CONJUNTO T 09","09","","GUARA II","9701","DF","71065200"
"12969156000164","QUADRA 6 149","149","","SETOR NORTE","9701","DF","72710060"
"45744697000143","1 CONJUNTO N 40","40","","ARAPOANGA (PLANALTINA)","9701","DF","73369150"
"12970153000140","QUADRA 5 02","02","LOJA 02","SETOR NORTE","9701","DF","72705050"
"12970929000122","QR 05, CONJUNTO D, LOTE 01 S/N","S/N","LOJA  01","CANDANGOLANDIA","9701","DF","71725504"
"64555729000107","CNJ 1 S/N","S/N","","TAGUATINGA NORTE","9701","DF","72140015"
"12972099000172","QN 209 CONJUNTO 2 33","33","LOJA","SAMAMBAIA NORTE","9701","DF","72341452"
"12976409000127","QNP 10 CONJUNTO O 11","11","CONJ","CEILANDIA SUL","9701","DF","72231115"
"12976740000147","QNM 34 CONJUNTO D lt 27","lt 27","FUNDOS","TAGUATINGA NORTE","9701","DF","72145404"
"12976919000102","QNJ 40 18","18","","TAGUATINGA NORTE","9701","DF","72140400"
"12978157000175","RK CONJUNTO ANTARES LOTE COMERCIAL 05 S/N","S/N","LOJA  01","SOBRADINHO","9701","DF","73252900"
"12979820000156","351 SN","SN","CASA 10","DEL LAGO II","9701","DF","71593480"
"12980634000137","QI 7 CONJUNTO L 20","20","","GUARA I","9701","DF","71020126"
"22700552000145","SHIS QI 29 5/6","5/6","BLOCO A;LOJA 5/6","SETOR DE HABITACOES INDIVIDUAIS SUL","9701","DF","71675205"
"52658394000173","QND 46 26","26","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72120460"
"12983697000147","21, LOTE 04, LOJA 03","03","      POLO DE MODAS","GUARA II","9701","DF","71070521"
"12983967000110","QR 120 CONJUNTO 6 01","01","","SAMAMBAIA SUL","9701","DF","72304006"
"41524209000131","21 50","50","LOTE LOTE 50","DEL LAGO I (ITAPOA)","9701","DF","71591255"
"51779208000191","QR 211 CONJUNTO 3 0","0","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72343003"
"12986499000137","EQNM (COMERCIO) 19/21 BLOCO F 05","05","LOJA 05","CEILANDIA SUL","9701","DF","72215576"
"40342116000123","DAS PALMEIRAS 03","03","COND RESIDENCIAL PARK DO GAMA;CONJ D;LOTE 03","PONTE ALTA NORTE (GAMA)","9701","DF","72426300"
"12990550000184","QSB AE 06","06","LOTE 1, 2;EDIF Conc;LOJA 16","TAGUATINGA SUL","9701","DF","72015000"
"12991593000184","QNN 6 CONJUNTO M 17","17","","CEILANDIA SUL (CEILANDIA)","9701","DF","72220073"
"12991830000107","CENTRAL PROJECAO 12 SALA 106 S/N","S/N","      ED CORREIA","GAMA","9701","DF","72404120"
"61956836000159","AR 18 CONJUNTO 1 15","15","","SETOR OESTE (SOBRADINHO II)","9701","DF","73065181"
"12992135000160","16 COMERCIO LOCAL 11 LOJA 01","01","","SOBRADINHO","9701","DF","73051530"
"12995864000170","QNM 04 CJ E LT 17","17","","CEILANDIA","9701","DF","72210045"
"12997278000164","QNN 6 CONJUNTO M CS 40","CS 40","","CEILANDIA SUL","9701","DF","72220073"
"12997740000123","08  COMERCIO  LOCAL 03 SALA 205","205","","SOBRADINHO","9701","DF","73006010"
"13000601000146","QR 413 CONJUNTO 10 01","01","","SAMAMBAIA NORTE","9701","DF","72321311"
"13001181000112","SHC/SW CCSW 06 BLOCO B/C SALA 55 SUB","55 SUB","","SUDOESTE","9701","DF","70680650"
"13001642000157","205 S/N","S/N","LOTE  01                  LOJA  13                  TERREO","AGUAS CLARAS","9701","DF","71925000"
"13003469000126","QR 320 CONJUNTO 4 14","14","LOTE","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72310104"
"13005134000147","QNM 3 CONJUNTO D sn","sn","CASA 02","CEILANDIA SUL","9701","DF","72215034"
"13005604000172","QUADRA 22 CONJUNTO A loja 3","loja 3","","PARANOA","9701","DF","71572201"
"13005773000102","QUADRA 30 sn","sn","CONJ  e;CASA 03","PARANOA","9701","DF","71573020"
"13007551000129"," SHCS COMERCIO LOCAL QUADRA 312 BLOCO D S/N","S/N","LOJA  08","ASA SUL","9701","DF","70365000"
"13009013000173","QNP 16 CONJUNTO X LOTE 08A S/N","S/N","","CEILANDIA","9701","DF","72231600"
"41371181000140","39 LT 160","LT 160","","VILA NOVA (SAO SEBASTIAO)","9701","DF","71693139"
"13011627000190","QUADRA 10 CONJUNTO E SN","SN","CASA 30","SETOR RESIDENCIAL LESTE","9701","DF","73355005"
"61214618000149","QR 307 CONJUNTO N LT 13","LT 13","","SANTA MARIA","9701","DF","72507514"
"13014024000141","QR 318 CONJUNTO E 09","09","","SANTA MARIA","9701","DF","72548605"
"13018109000106","QN 8C CONJUNTO 2 casa 4","casa 4","","RIACHO FUNDO II","9701","DF","71880132"
"13022224000146","SOLAR DE ATHENAS MODULO M S/N","S/N","LOTE  09/11               LOJA  08","GRANDE COLORADO (SOBRADINHO)","9701","DF","73105903"
"13024471000181","QR 515 CONJUNTO 01 LOTE 01","01","","SAMAMBAIA","9701","DF","72315101"
"60893075000170","QUADRA 306 01","01","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71691610"
"13026012000137","RUA SUL 5 7","7","BLOCO b","SUL (AGUAS CLARAS)","9701","DF","71937180"
"13026101000183","QNM 18, CONJUNTO A, LOTE 36","36","SALA  203","CEILANDIA","9701","DF","72210181"
"13026225000169","QR 201 CONJUNTO L 19","19","CASA 19","SANTA MARIA","9701","DF","72501412"
"56149767000131","QUADRA 103 CONJUNTO 13 11","11","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692237"
"13030667000189","QS 09 RUA 120 LOTE 10 LOJAS 01/02 S/N","S/N","","AGUAS CLARAS","9701","DF","71977180"
"13031654000124","CLN 308 BLOCO B 206","206","SALA","ASA NORTE","9701","DF","70747520"
"13034696000119","QUADRA 204 504","504","EDIF PORT;APT","SUL (AGUAS CLARAS)","9701","DF","71939540"
"13036457000106","QND 16 LOTE 20","20","      LOJA 04","TAGUATINGA","9701","DF","72120160"
"13037898000114","VARJAO DO TORTO 3","3","QUADRA 03;CONJ B;CASA 03","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71540400"
"13039018000149","21 (POLO DE MODAS) 03","03","LOTE 14","GUARA II","9701","DF","71070521"
"13039526000399","RUA 37 NORTE LOTE 04 LOJAS 01/02","01/02","EDIF  CINCINATTI","AGUAS CLARAS","9701","DF","71919360"
